DateTime,user_name,Cpu Count,Cpu Working Time,Cpu Idle Time,Cpu Percent
2022-12-11 05:43:15.498614,kimberly30@example.org,3,799,395,7.833655440154619
2021-10-07 18:41:22.405871,rgates@example.org,1,426,657,46.14431507880877
2020-12-01 17:03:35.704378,lauren37@example.net,3,476,126,45.066660681542615
2022-10-09 07:05:45.584807,caroline49@example.net,4,981,858,88.09408518113838
2022-06-13 10:35:20.826157,davisjennifer@example.net,4,144,291,2.0376801554221724
2022-03-03 13:37:20.374343,rivashannah@example.com,1,538,532,2.3096652240288673
2023-02-24 21:50:44.682037,rivashannah@example.com,1,298,259,26.575636584536376
2020-05-21 07:33:37.322476,simseric@example.org,5,603,175,45.02025499858324
2020-06-17 11:12:32.338769,nancy39@example.org,6,346,549,54.19862935604037
2022-05-07 17:22:07.281113,simmonsjoseph@example.org,3,984,789,3.346247954276893
2020-03-17 13:59:38.654888,davisjennifer@example.net,1,217,389,99.09628021637671
2022-04-09 13:38:16.851594,aschwartz@example.org,3,224,465,91.29537138619204
2022-03-18 00:02:33.400636,andrew46@example.org,7,201,828,33.73018434951138
2023-05-27 07:54:25.529679,rivashannah@example.com,5,645,361,23.502431697540636
2023-10-12 09:52:20.368845,trevor46@example.com,7,611,537,78.40799672126386
2023-04-09 09:37:21.078136,rodney52@example.com,5,32,503,45.35710015889427
2023-03-17 11:04:49.427526,wbender@example.net,5,681,841,88.0466571719611
2021-01-07 06:40:59.698249,gjohnston@example.net,6,839,854,42.311030795687074
2021-02-09 04:51:44.569575,rgates@example.org,3,759,338,8.037920288515
2021-10-09 13:28:20.548094,emurphy@example.net,2,638,702,51.28095570192717
2020-11-18 02:24:44.005077,uhubbard@example.org,7,192,366,54.158590968048024
2023-02-19 17:07:25.639342,kimberlyburns@example.org,4,965,241,8.480134153325258
2021-04-28 01:03:29.311076,rguzman@example.com,7,992,976,39.42186370026853
2023-03-30 10:54:18.196946,kimberlyburns@example.org,8,539,94,73.29372688060477
2023-03-21 10:30:35.545558,ywu@example.net,5,600,507,70.64983992699489
2020-08-11 23:12:29.265097,rguzman@example.com,6,360,550,45.485288262520186
2022-06-25 16:48:58.869339,zwilson@example.com,3,509,765,81.45343216473768
2023-02-12 15:28:53.866996,nancy39@example.org,2,551,518,41.973310866311394
2022-10-28 14:18:43.667956,nancy39@example.org,8,931,667,63.41948632434171
2021-01-19 01:56:12.708337,qmarshall@example.net,3,564,68,51.965136413166356
2022-01-04 14:22:33.698777,zsnyder@example.org,2,222,834,70.71663347621153
2021-06-12 20:25:26.819955,amywashington@example.com,5,553,191,44.655278556108634
2022-05-07 08:19:07.562286,christophermccarthy@example.net,7,621,715,20.35975041968233
2020-02-27 07:29:20.894200,patricia24@example.net,8,802,928,42.62713059546483
2023-05-05 10:08:55.054724,christophermccarthy@example.net,2,31,339,18.44914316965357
2021-09-03 00:00:29.955927,caroline49@example.net,2,7,642,51.04410568916424
2020-07-23 22:14:01.252526,uhubbard@example.org,1,57,966,22.467352428401576
2020-08-30 19:01:38.167187,ywu@example.net,7,314,673,34.65252994550154
