DateTime,user_name,Cpu Count,Cpu Working Time,Cpu Idle Time,Cpu Percent
2020-08-23 12:08:05.313582,nancy39@example.org,4,835,688,18.259313365453345
2021-02-09 03:26:02.806929,simmonsjoseph@example.org,7,566,346,87.9206257366158
2022-12-14 22:08:58.286369,rguzman@example.com,6,912,462,95.54584164995534
2023-06-22 04:45:41.904346,ywu@example.net,2,105,131,17.59768501700396
2022-04-14 15:25:32.894640,aschwartz@example.org,8,494,697,97.71651814342002
2020-04-17 18:32:59.188208,patricia24@example.net,7,848,407,9.256977294201175
2022-03-16 12:56:15.283155,simseric@example.org,8,944,56,10.899934797533417
2023-05-01 22:58:13.633881,davisjennifer@example.net,4,469,264,42.04864591058749
2020-04-08 08:14:51.645544,johnsondavid@example.org,2,540,16,19.91413753236868
2022-04-25 05:37:43.212524,qmarshall@example.net,2,572,212,38.177757342711885
2021-05-26 16:09:11.873905,simseric@example.org,5,968,441,63.357033018470275
2022-11-21 02:10:08.707134,ywu@example.net,3,311,377,68.0308691564318
2022-07-18 19:04:22.859878,trevor46@example.com,1,346,381,58.909511490619494
2022-12-21 01:14:13.447386,davisjennifer@example.net,8,900,676,21.100959448505485
2020-01-17 14:17:17.245966,ikhan@example.com,3,344,982,8.09691076209843
2022-11-24 09:57:29.078110,vwilson@example.org,4,941,498,7.629895433483858
2020-10-01 05:02:01.070558,cynthiarivera@example.com,4,482,158,59.68180723750799
2022-06-10 11:39:19.796346,barbaratodd@example.org,5,233,675,25.449804221745776
2022-07-06 11:55:43.135478,rodney52@example.com,5,23,988,71.17143012158512
2022-08-02 16:50:15.649708,caroline49@example.net,1,870,752,91.71908673163816
2022-10-18 19:13:15.863250,derek69@example.net,8,895,146,55.823361579221555
2020-06-24 00:25:24.448041,gjohnston@example.net,5,500,261,10.838333515979404
2020-10-27 13:12:10.791440,emilyramirez@example.com,7,936,802,62.09861853432916
2021-12-23 05:34:13.324068,josebrown@example.com,3,784,981,14.441675191429526
2020-02-03 17:23:09.902276,ikhan@example.com,1,176,244,91.92182487601865
2021-07-19 01:30:43.835759,rgates@example.org,2,262,282,9.016858778355308
2021-08-27 20:18:25.591434,zsnyder@example.org,2,603,734,90.12633059553042
2022-06-03 08:35:06.386411,caroline49@example.net,7,112,800,27.618770973077446
2022-03-26 05:01:15.211426,rguzman@example.com,5,215,146,0.955053936632666
2021-08-01 20:36:24.321470,myersmicheal@example.net,5,513,15,27.840366500085565
2022-12-31 18:46:59.503219,randall95@example.org,3,756,501,52.87521389759302
2020-06-27 02:27:52.963403,erica31@example.org,2,383,960,10.134325613791894
