DateTime,user_name,Cpu Count,Cpu Working Time,Cpu Idle Time,Cpu Percent
2022-04-20 21:39:38.690706,patricia24@example.net,1,515,275,2.3580653472905944
2021-06-18 11:05:39.068552,dle@example.net,6,669,740,64.43107492621525
2022-08-01 03:27:06.375879,ikhan@example.com,2,205,558,94.80129130128059
2020-09-01 10:17:33.299383,barbaratodd@example.org,6,748,348,90.50338532537417
2020-02-04 13:45:37.494062,qmarshall@example.net,4,691,589,81.32607419846381
2020-04-05 22:15:38.231152,andrew46@example.org,5,367,466,16.760537750407213
2020-06-26 12:58:28.921743,kimberly02@example.org,7,783,740,99.3455021405398
2023-03-03 17:32:29.352269,stephen66@example.org,3,504,964,90.25129966442502
2020-03-28 14:46:03.423203,gjohnston@example.net,1,881,799,98.50177676717885
2022-03-26 05:58:40.219963,zwilson@example.com,3,900,13,10.064213752155826
2023-06-12 23:23:59.537332,dle@example.net,8,486,401,60.45128403085148
2022-03-24 07:19:13.362861,alexis98@example.net,4,8,581,6.279944034225638
2021-01-02 03:48:03.789622,aschwartz@example.org,1,193,897,31.200146660220206
2021-12-22 17:59:05.115133,johnsondavid@example.org,1,200,965,23.75141317855348
2023-05-20 22:29:45.955599,rgates@example.org,6,796,845,3.835481080389913
2021-05-07 03:29:05.651442,zsnyder@example.org,5,907,55,64.4049041345902
2021-04-28 11:12:50.817913,cynthiarivera@example.com,8,961,680,54.0110291836302
2021-08-06 07:16:02.662770,kimberlyburns@example.org,5,353,179,76.42100466772348
2020-01-07 12:52:40.845303,christophermccarthy@example.net,2,20,429,17.253832627747855
2021-11-06 17:04:50.988795,amywashington@example.com,7,181,786,69.7121570665683
2021-06-27 00:03:11.932540,rguzman@example.com,4,683,254,20.79107059016557
2023-07-24 20:48:18.392073,dle@example.net,8,573,850,59.5557432359945
2022-04-25 14:12:40.853833,ikhan@example.com,5,527,221,51.123452948125816
2020-09-29 19:52:02.682016,jennifermontoya@example.org,1,475,388,83.11992343661319
2023-10-17 00:49:06.937919,myersmicheal@example.net,4,622,327,24.44642507704665
2021-12-09 07:48:55.115811,rodney52@example.com,8,638,10,14.720997642157208
2022-05-31 05:27:18.267176,randall95@example.org,6,944,275,74.23372858418604
2021-03-21 01:20:07.206913,ileon@example.org,3,470,88,36.04840794815269
2023-05-19 10:07:12.106701,davisjennifer@example.net,4,560,15,8.723871266050454
2020-09-24 19:03:37.510545,zsnyder@example.org,6,845,595,14.433495295604803
2022-08-27 18:10:30.165236,myersmicheal@example.net,5,535,678,17.22799921476793
2023-10-08 23:29:57.770752,simseric@example.org,5,624,679,20.172142666765204
2021-06-26 05:27:03.960063,davisjennifer@example.net,5,78,633,77.83304837887417
2020-11-30 08:12:58.669798,caroline49@example.net,4,292,659,93.86289064997881
2021-04-10 20:09:50.323215,rgates@example.org,2,480,997,7.805586969792177
2021-01-04 03:17:57.104420,jennifermontoya@example.org,1,401,281,8.236065805478177
2020-06-30 08:31:38.843302,randall95@example.org,1,86,658,87.38666707267866
2021-05-23 04:11:42.379884,patricia24@example.net,3,573,140,99.38898706967959
2021-09-25 05:39:17.301043,barbaratodd@example.org,4,67,963,69.81944276116147
2022-01-29 21:53:33.759697,stephen66@example.org,7,244,381,52.64908846240063
2023-02-07 00:42:25.820477,erica31@example.org,6,460,882,67.71129413529393
2023-10-14 02:22:48.242457,dle@example.net,4,310,667,85.76301804153348
2023-05-30 13:41:54.699243,myersmicheal@example.net,7,413,722,14.285636704889127
2021-08-03 02:31:00.563829,cmoore@example.net,1,709,992,78.03801555754919
2020-10-12 10:22:00.782213,toddwilliams@example.org,8,477,501,89.11499004850248
2023-10-05 19:40:28.862064,ileon@example.org,3,2,437,51.96240994084428
2020-05-24 20:12:12.073765,derek69@example.net,3,608,988,62.090731548838704
2023-07-20 22:40:13.675508,trevor46@example.com,7,624,417,56.18916412234552
2020-01-12 17:25:07.397348,andrew46@example.org,3,501,611,58.491647993155496
2021-11-10 16:38:06.170491,ikhan@example.com,6,887,139,26.86765327894817
2023-02-19 03:29:37.449143,ileon@example.org,5,753,533,32.01206827626035
2021-10-06 14:17:44.136963,erica31@example.org,7,351,912,54.04932729725559
2021-01-06 00:47:29.131705,uhubbard@example.org,8,493,731,61.772133936281335
2022-07-16 01:23:54.169982,vwilson@example.org,8,542,212,79.3665106588352
2022-12-15 13:12:35.466211,rguzman@example.com,6,945,65,49.66608349129885
2022-12-12 22:09:26.609226,cmoore@example.net,1,794,557,41.404476761023844
2023-06-03 02:28:37.666850,ikhan@example.com,3,87,269,78.2639065252518
2021-04-01 16:43:43.448920,rivashannah@example.com,5,139,212,8.547924222063209
2020-10-08 17:55:41.235262,alexis98@example.net,3,253,3,70.13106972528593
2022-09-07 08:33:26.840322,stephen66@example.org,4,240,524,35.21389656367019
2022-12-29 02:57:14.625942,derek69@example.net,5,987,471,95.63423908591321
2020-11-11 19:09:19.901239,patricia24@example.net,1,123,327,31.23602267225586
2021-04-08 23:21:06.153155,johnsondavid@example.org,3,931,387,58.747298121963745
2022-07-15 08:39:21.276373,barbaratodd@example.org,1,946,792,23.752293169883252
2022-02-16 22:36:02.069826,ikhan@example.com,5,247,318,27.38166344390123
2023-05-18 09:05:31.922951,josebrown@example.com,7,925,607,98.4242197413606
2020-04-28 00:14:25.433489,trevor46@example.com,5,627,45,87.5579465844443
2020-04-02 13:45:11.844100,cynthiarivera@example.com,1,501,938,65.9907402767098
2023-09-22 23:15:56.773300,caroline49@example.net,4,663,501,93.27263352760168
2022-12-28 22:56:33.027804,davisjennifer@example.net,2,694,423,82.41078733518071
2022-10-29 02:19:43.879439,cmoore@example.net,1,320,981,18.321970090239958
2022-07-18 11:50:56.257248,caroline49@example.net,3,125,680,57.608352762910705
2022-01-30 02:33:25.590361,wbender@example.net,7,933,838,72.05493370212477
2021-01-16 11:43:55.365053,josebrown@example.com,5,312,916,3.24946178003771
2023-07-04 04:10:32.995081,ileon@example.org,1,664,280,60.74413664536649
2023-11-04 02:56:41.800660,qmarshall@example.net,5,955,167,64.29321910188311
2022-03-09 10:06:22.344161,aschwartz@example.org,8,468,545,18.31620525358041
2020-05-09 10:46:23.399934,emurphy@example.net,2,416,748,90.2140272636544
2021-02-28 10:36:50.570092,trevor46@example.com,4,756,720,52.63243996586863
2022-01-28 18:03:09.641328,caroline49@example.net,1,525,934,89.05732332744545
2021-03-14 06:57:34.284570,aschwartz@example.org,5,611,894,37.624575822093675
2022-02-27 02:18:22.973649,barbaratodd@example.org,1,786,562,33.51249272565278
2022-11-08 22:55:01.219865,priscillanolan@example.org,1,539,246,33.03852658482681
2023-04-06 00:54:55.952414,patricia24@example.net,4,962,456,25.836438982331355
2021-12-03 17:01:04.515526,zwilson@example.com,5,804,618,18.685245265500804
2022-08-02 15:42:10.960215,ileon@example.org,7,317,173,30.743255662004444
2023-11-04 11:55:13.001884,aschwartz@example.org,8,480,625,7.8404554162294975
2020-01-28 17:38:47.721221,zwilson@example.com,1,287,199,13.197144601159994
2022-01-17 16:29:22.193372,patricia24@example.net,7,168,951,7.221933795130731
2020-06-03 02:43:56.370263,erica31@example.org,4,314,757,61.10914192968592
2022-10-06 22:28:56.608536,rodney52@example.com,3,437,431,79.20289340818286
2021-08-02 23:52:02.651843,bergereric@example.com,1,894,476,69.50689387449975
2021-11-01 22:04:44.355429,kimberlyburns@example.org,6,610,253,37.02420440583125
2022-09-11 13:26:06.415072,zwilson@example.com,6,81,429,32.29985462201952
2020-06-03 09:32:37.622858,rguzman@example.com,3,91,428,40.44473775427503
2023-02-23 13:25:38.927922,rgates@example.org,5,521,163,39.844571933565966
2020-12-12 13:39:31.582121,kimberly30@example.org,7,240,596,77.78286260004366
2021-12-16 11:21:32.869725,cynthiarivera@example.com,5,484,492,14.852201564300938
2022-12-22 06:04:17.551286,zwilson@example.com,3,166,962,87.70082155472305
2022-07-30 23:11:32.696052,vwilson@example.org,3,488,147,55.595931209720064
2021-09-23 17:49:35.802272,lclark@example.com,3,683,430,35.831492940614204
2022-10-30 19:39:26.838234,ikhan@example.com,6,807,70,16.936747860103996
2022-05-05 19:06:20.672241,kimberly30@example.org,1,303,973,74.19271744587667
2023-01-17 19:05:00.376675,ileon@example.org,1,904,147,76.74268107778877
