DateTime,user_name,Cpu Count,Cpu Working Time,Cpu Idle Time,Cpu Percent
2021-08-18 01:31:46.303336,simmonsjoseph@example.org,5,276,13,50.47011998163221
2022-11-12 17:32:37.896827,wbender@example.net,2,77,264,32.58539545256034
2021-01-28 15:45:57.914053,derek69@example.net,6,911,222,65.9016870134728
2023-06-20 03:52:30.736205,ryancampbell@example.net,5,286,524,79.55540967701637
2021-08-07 04:10:16.897475,cynthiarivera@example.com,7,928,401,10.172180530336384
2023-03-09 06:59:35.730654,vwilson@example.org,4,583,153,58.70582068307394
2022-04-18 19:36:14.942346,ywu@example.net,5,747,208,33.25639366093741
2020-07-08 00:46:37.999876,rgates@example.org,4,890,238,43.66788986510017
2020-05-31 04:25:30.506797,randall95@example.org,1,80,839,8.468915373233054
2023-01-31 02:04:50.463342,cmoore@example.net,6,354,512,13.290491778970125
2023-11-09 11:24:57.125043,johnsondavid@example.org,5,989,16,15.056571900058414
2023-01-26 07:33:53.123354,nancy39@example.org,2,608,46,48.83750186920771
2020-07-01 00:04:20.734186,emurphy@example.net,8,159,459,79.77784823528663
2021-07-28 18:57:19.855681,erica31@example.org,8,580,160,84.17756645051558
2020-06-09 22:45:10.435090,emoore@example.com,6,170,526,95.50515302723846
2020-06-28 06:03:36.522605,nancy39@example.org,3,493,325,99.53456073568354
2021-08-14 17:20:42.721596,aschwartz@example.org,4,491,186,35.47776323569628
2021-03-16 03:58:03.684959,ywu@example.net,8,701,788,23.177075647632506
2021-09-22 14:38:50.110014,kimberly30@example.org,3,984,451,73.18684474461182
2022-06-14 18:35:14.967945,jennifermontoya@example.org,6,637,868,42.1208971040903
2021-11-23 06:18:42.153171,rivashannah@example.com,3,556,229,54.37574348504618
2023-04-21 07:55:16.618563,zwilson@example.com,7,209,185,7.232545720995898
2020-01-19 11:46:08.318846,rguzman@example.com,4,803,840,2.060937843583177
2023-06-21 00:26:10.183399,ywu@example.net,4,516,323,52.642653362706994
2021-04-16 17:50:52.703811,cynthiarivera@example.com,8,212,963,34.19690437602711
2022-10-29 22:03:28.570574,uhubbard@example.org,4,397,961,30.70756805439414
2022-04-22 01:35:42.805577,josebrown@example.com,6,526,3,58.54297065078239
2020-02-09 16:26:46.030342,zsnyder@example.org,2,570,485,46.609363779582324
2020-02-09 18:40:55.546711,gjohnston@example.net,6,23,323,3.219315648884602
2021-03-30 07:29:27.742036,randall95@example.org,5,682,865,31.779069652919333
2020-09-02 06:31:41.072196,patricia24@example.net,3,779,615,17.633531144293734
2023-03-24 21:26:41.683978,andrew46@example.org,8,637,321,36.048927316963805
2020-04-30 19:47:03.630003,davisjennifer@example.net,4,214,589,20.487842028497592
2023-05-14 09:04:27.401567,aschwartz@example.org,2,142,141,46.70226921648008
2020-08-01 00:09:38.366502,rgates@example.org,5,958,791,32.99323128412733
2021-08-21 09:18:53.977686,josebrown@example.com,2,456,792,4.897685879653468
2020-08-24 13:47:33.030024,dle@example.net,8,938,536,40.89816275713344
2021-11-18 22:36:10.769113,emurphy@example.net,2,161,328,31.679012160138566
2022-09-22 18:26:28.162899,nancy39@example.org,4,236,842,16.35790292744056
2020-07-11 05:19:02.927849,bergereric@example.com,1,991,893,17.95496343501246
2021-01-15 21:15:25.456163,andrew46@example.org,7,859,901,8.878340872148161
2023-01-19 23:13:41.067689,caroline49@example.net,5,292,177,61.75197278145641
2021-06-29 17:03:17.658810,barbaratodd@example.org,2,459,452,76.01713913278937
2023-10-19 21:18:46.966586,bergereric@example.com,2,913,804,95.86176263061185
2020-04-06 12:14:37.966068,trevor46@example.com,6,141,702,79.78178347228874
2022-11-23 07:21:20.973293,ileon@example.org,2,491,469,16.282321754940522
2020-07-11 01:47:19.522974,aschwartz@example.org,2,52,723,85.0803235964748
2022-01-18 23:06:21.764478,ywu@example.net,2,661,270,39.704580492815
2023-06-08 06:37:50.623884,lauren37@example.net,3,994,714,13.757638880460377
2022-01-25 01:46:13.358241,christophermccarthy@example.net,1,931,201,69.62758028043166
2023-07-10 15:19:01.923532,rivashannah@example.com,4,151,579,48.092711302866306
2021-03-20 08:50:48.143458,jennifermontoya@example.org,7,450,157,16.488039819860468
2020-02-20 10:28:26.526353,johnsondavid@example.org,8,591,659,93.25186686476059
2020-01-15 08:17:27.986251,kimberlyburns@example.org,8,772,104,6.973376746589588
2023-03-16 14:34:45.099194,zsnyder@example.org,5,980,797,49.54888751559462
