DateTime,user_name,Cpu Count,Cpu Working Time,Cpu Idle Time,Cpu Percent
2023-08-19 06:25:50.314580,amywashington@example.com,5,404,786,83.97893968036611
2023-05-10 12:34:36.979480,josebrown@example.com,4,939,423,62.04093047317822
2021-05-28 19:22:11.441469,zwilson@example.com,4,298,337,22.25231055590845
2020-04-27 17:37:06.346638,priscillanolan@example.org,3,936,236,34.81479669347709
2020-02-25 13:18:50.716637,simmonsjoseph@example.org,3,22,189,7.754440776981763
2021-08-16 17:52:02.067064,ileon@example.org,1,561,648,17.72497552190574
2022-07-17 09:53:31.520077,rgates@example.org,3,853,439,1.4754174317202051
2022-05-03 01:43:58.274022,kimberly30@example.org,1,435,930,68.9115743198102
2022-05-17 01:05:26.165339,andrew46@example.org,4,74,854,25.71940832427243
2021-02-04 07:25:00.570954,kimberly30@example.org,6,279,926,49.106041371999474
2022-01-17 03:34:40.580311,kimberly30@example.org,8,596,389,97.2359450443258
2022-03-05 12:36:49.831514,vwilson@example.org,8,262,141,49.95628178606295
2023-08-16 00:42:08.463945,priscillanolan@example.org,8,506,795,98.0946931621954
2023-06-01 18:19:45.627459,kimberly02@example.org,8,76,807,14.30905172119119
2023-04-19 15:26:28.324508,andrew46@example.org,4,313,781,91.22383484916584
2023-02-12 19:22:09.474765,ileon@example.org,6,653,858,54.80855792413364
2020-01-08 01:27:31.106929,caroline49@example.net,1,191,670,10.075964792637414
2023-03-16 13:18:57.966674,ikhan@example.com,6,639,250,33.030632246512226
2022-05-27 12:38:18.182954,rgates@example.org,4,330,79,99.33105784971349
2022-05-30 09:55:19.479397,josebrown@example.com,3,417,270,18.505192523888113
2023-10-20 05:29:31.805360,simmonsjoseph@example.org,5,218,315,58.493860166900056
2022-11-13 10:30:33.163490,bergereric@example.com,6,989,706,33.212037479838365
2023-02-18 20:11:32.081084,vwilson@example.org,8,994,206,43.745624229702486
2021-07-19 10:50:13.606368,amywashington@example.com,1,166,799,68.15164563085233
2021-05-04 00:36:26.636435,bergereric@example.com,3,679,907,13.121280131891332
2023-03-22 03:30:20.458508,ileon@example.org,8,693,87,70.85117183819307
2021-06-29 17:33:10.662966,cmoore@example.net,5,163,897,90.69261066285908
2020-01-28 05:33:22.794222,kimberly30@example.org,6,494,560,53.25621376765615
2021-11-03 10:22:35.487513,nancy39@example.org,7,744,89,68.22329910754856
2020-06-28 09:56:42.085673,caroline49@example.net,1,810,666,67.4983552403314
2022-10-18 17:08:09.953121,nancy39@example.org,2,467,778,5.390032745471474
2022-03-20 19:16:09.784715,patricia24@example.net,3,623,927,46.69882355973881
2022-04-22 13:21:07.770581,nancy39@example.org,2,833,340,62.22228622113344
2020-07-18 16:12:42.969709,ileon@example.org,4,32,620,90.27014921843288
2022-11-23 23:10:50.512724,ywu@example.net,4,576,983,19.81903233226111
2020-05-16 22:16:28.628612,ywu@example.net,2,868,163,55.00989725913401
2023-04-29 15:16:17.241983,amywashington@example.com,3,696,230,0.5826427820843083
2021-09-14 20:58:17.435707,qmarshall@example.net,7,616,257,86.64546850706162
2021-03-10 21:07:44.068189,kimberlyburns@example.org,4,615,571,99.29515699443319
2023-10-02 21:25:31.009034,emilyramirez@example.com,3,176,736,91.75834183564652
2020-01-17 10:26:31.083071,trevor46@example.com,6,766,355,0.195351370263408
2023-10-31 23:23:39.858017,alexis98@example.net,6,239,363,23.260343780371194
2020-02-06 03:42:19.670265,gjohnston@example.net,2,938,492,68.66286844154472
2020-11-26 00:14:20.052755,emurphy@example.net,2,617,734,46.70449323394361
2020-02-26 00:37:16.211269,uhubbard@example.org,1,427,194,13.540743110455377
2020-06-05 10:33:44.600315,emilyramirez@example.com,5,859,673,67.25912864226653
2022-07-18 06:16:55.001697,bergereric@example.com,5,676,14,62.03619707235441
2022-03-10 02:34:35.783845,cynthiarivera@example.com,7,742,391,33.94114775615572
2022-02-12 11:11:48.895797,patricia24@example.net,6,472,152,17.57763527539815
2020-08-12 20:01:33.870731,trevor46@example.com,1,330,151,53.73439915438746
2021-03-14 15:08:56.940552,randall95@example.org,2,216,267,15.037794589749321
2021-01-06 23:23:11.778719,kimberly02@example.org,1,874,112,67.04639015774855
2022-10-30 16:48:10.134264,kimberlyburns@example.org,2,569,45,81.80245516675477
2023-06-14 11:03:03.959219,vwilson@example.org,3,339,311,34.00314268664578
2022-01-02 06:10:59.744314,caroline49@example.net,6,723,990,19.542784632112
2020-02-19 10:05:51.545778,ryancampbell@example.net,2,355,585,77.69761154250453
2021-12-18 21:10:56.715507,barbaratodd@example.org,2,987,443,25.92981808135757
2020-05-30 03:51:25.859661,josebrown@example.com,6,17,38,46.33229312148362
2021-05-29 07:38:58.626813,bergereric@example.com,8,851,713,69.77352988467551
2022-01-20 04:01:38.491516,dle@example.net,5,364,297,24.07692940985876
2021-05-17 23:08:55.840428,patricia24@example.net,7,287,869,37.71881691407797
2022-07-02 08:31:20.480706,kimberly02@example.org,7,519,777,53.05463962394546
2021-01-30 13:10:06.794760,cmoore@example.net,4,708,126,19.295212426587526
2020-02-15 17:45:12.651927,uhubbard@example.org,6,232,318,51.469023896320174
2023-10-30 02:01:11.079526,cynthiarivera@example.com,4,358,968,50.918629769772025
2023-06-14 03:47:23.597187,trevor46@example.com,6,188,830,78.20804615982325
2020-01-04 20:16:29.987240,ywu@example.net,7,538,64,85.38433042479325
2023-10-30 11:45:35.150863,toddwilliams@example.org,1,373,752,69.46171527675959
2021-12-18 13:53:12.250611,ywu@example.net,1,668,769,83.95588991876822
2021-06-13 19:37:00.989334,davisjennifer@example.net,4,495,945,9.191107261201914
2023-07-29 19:08:46.031147,simmonsjoseph@example.org,5,26,299,78.41892711647016
2022-08-16 03:41:51.709502,ryancampbell@example.net,5,334,189,40.84330544768494
